S.NO	ID	PGPT_ID	LV_SUM
3434	PGPT0014390	PGPT0014390-chaB-K06197	OSMOTIC STRESS NEUTRALIZATION
3435	PGPT0014395	PGPT0014395-ybaL|TC_KEF-K03455	OSMOTIC STRESS NEUTRALIZATION
3436	PGPT0014400	PGPT0014400-yrbG-K07301	OSMOTIC STRESS NEUTRALIZATION
3437	PGPT0014405	PGPT0014405-yflA|TC_AGCS-K03310	OSMOTIC STRESS NEUTRALIZATION
3438	PGPT0014410	PGPT0014410-TC_GPH|yihO|xynP-K03292	OSMOTIC STRESS NEUTRALIZATION
3439	PGPT0014415	PGPT0014415-mrpA-K07242	OSMOTIC STRESS NEUTRALIZATION
3440	PGPT0014420	PGPT0014420-araE-K02100	OSMOTIC STRESS NEUTRALIZATION
3441	PGPT0014425	PGPT0014425-ydfJ-K08173	OSMOTIC STRESS NEUTRALIZATION
3442	PGPT0014430	PGPT0014430-glcP-K08174	OSMOTIC STRESS NEUTRALIZATION
3443	PGPT0014435	PGPT0014435-ydjE-K08369	OSMOTIC STRESS NEUTRALIZATION
3444	PGPT0014440	PGPT0014440-hxt-K08139	OSMOTIC STRESS NEUTRALIZATION
3445	PGPT0014445	PGPT0014445-galP-K08137	OSMOTIC STRESS NEUTRALIZATION
3446	PGPT0014450	PGPT0014450-xylE-K08138	OSMOTIC STRESS NEUTRALIZATION
3476	PGPT0014545	PGPT0014545-dnaJ-K03686	OSMOTIC STRESS NEUTRALIZATION
3477	PGPT0014550	PGPT0014550-djlA-K05801	OSMOTIC STRESS NEUTRALIZATION
3478	PGPT0014555	PGPT0014555-dnaK-K04043	OSMOTIC STRESS NEUTRALIZATION
3479	PGPT0014560	PGPT0014560-dks-K06204	OSMOTIC STRESS NEUTRALIZATION
3480	PGPT0014565	PGPT0014565-groES|mopB-K04078	OSMOTIC STRESS NEUTRALIZATION
3481	PGPT0014570	PGPT0014570-groEL|mopA-K04077	OSMOTIC STRESS NEUTRALIZATION
3482	PGPT0014575	PGPT0014575-clpA-K03694	OSMOTIC STRESS NEUTRALIZATION
3483	PGPT0014580	PGPT0014580-clpB-K03695	OSMOTIC STRESS NEUTRALIZATION
3484	PGPT0014585	PGPT0014585-clpC-K03696	OSMOTIC STRESS NEUTRALIZATION
3485	PGPT0014590	PGPT0014590-clpE-K03697	OSMOTIC STRESS NEUTRALIZATION
3486	PGPT0014595	PGPT0014595-clpP-K01358	OSMOTIC STRESS NEUTRALIZATION
3487	PGPT0014600	PGPT0014600-clpX-K03544	OSMOTIC STRESS NEUTRALIZATION
3488	PGPT0014605	PGPT0014605-htpX|ykrL-K03799	OSMOTIC STRESS NEUTRALIZATION
3489	PGPT0014610	PGPT0014610-ctsR-K03708	OSMOTIC STRESS NEUTRALIZATION
3490	PGPT0014615	PGPT0014615-hslJ-K03668	OSMOTIC STRESS NEUTRALIZATION
3491	PGPT0014620	PGPT0014620-hslR|yrfH-K04762	OSMOTIC STRESS NEUTRALIZATION
3492	PGPT0014625	PGPT0014625-hspR-K13640	OSMOTIC STRESS NEUTRALIZATION
3493	PGPT0014630	PGPT0014630-ibpB-K04081	OSMOTIC STRESS NEUTRALIZATION
3494	PGPT0014635	PGPT0014635-hsp20-K13993	OSMOTIC STRESS NEUTRALIZATION
3495	PGPT0014640	PGPT0014640-hptG-K04079	OSMOTIC STRESS NEUTRALIZATION
3496	PGPT0014641	PGPT0014641-ibpA-K04080	OSMOTIC STRESS NEUTRALIZATION
3497	PGPT0014645	PGPT0014645-hsp33|hslO-K04083	OSMOTIC STRESS NEUTRALIZATION
3498	PGPT0014644	PGPT0014644-hspQ|yccV-K11940	OSMOTIC STRESS NEUTRALIZATION
3499	PGPT0014649	PGPT0014649-yflT-NA	OSMOTIC STRESS NEUTRALIZATION
3500	PGPT0014650	PGPT0014650-grpE-K03687	OSMOTIC STRESS NEUTRALIZATION
3501	PGPT0014655	PGPT0014655-mcsA-K19411	OSMOTIC STRESS NEUTRALIZATION
3502	PGPT0014660	PGPT0014660-mcsB-K19405	OSMOTIC STRESS NEUTRALIZATION
3503	PGPT0014661	PGPT0014661-ysdB-NA	OSMOTIC STRESS NEUTRALIZATION
3504	PGPT0014665	PGPT0014665-lapA-K08992	OSMOTIC STRESS NEUTRALIZATION
3505	PGPT0014670	PGPT0014670-lapB-K19804	OSMOTIC STRESS NEUTRALIZATION
3506	PGPT0014675	PGPT0014675-cspA-K03704	OSMOTIC STRESS NEUTRALIZATION
3507	PGPT0014680	PGPT0014680-dsrA-K18502	OSMOTIC STRESS NEUTRALIZATION
3508	PGPT0014690	PGPT0014690-ydaM-K21088	OSMOTIC STRESS NEUTRALIZATION
3509	PGPT0014695	PGPT0014695-csgD-K04333	OSMOTIC STRESS NEUTRALIZATION
3510	PGPT0016120	PGPT0016120-ariR|ymgB-K21976	OSMOTIC STRESS NEUTRALIZATION
3511	PGPT0020255	PGPT0020255-hutD|ves-K09975	OSMOTIC STRESS NEUTRALIZATION
3512	PGPT0014705	PGPT0014705-gdh|ycdF-K00034	OSMOTIC STRESS NEUTRALIZATION
3513	PGPT0014710	PGPT0014710-ydaE-K09988	OSMOTIC STRESS NEUTRALIZATION
3514	PGPT0014715	PGPT0014715-yfhD-K18691	OSMOTIC STRESS NEUTRALIZATION
3515	PGPT0014720	PGPT0014720-desA-NA	OSMOTIC STRESS NEUTRALIZATION
3516	PGPT0014725	PGPT0014725-yfhE-NA	OSMOTIC STRESS NEUTRALIZATION
3517	PGPT0014730	PGPT0014730-yfhF-K07071	OSMOTIC STRESS NEUTRALIZATION
3671	PGPT0015320	PGPT0015320-flhA|lfhA|fhiA|rhcV-K02400	MOTILITY CHEMOTAXIS
3672	PGPT0015325	PGPT0015325-flhB-K02401	MOTILITY CHEMOTAXIS
3673	PGPT0015330	PGPT0015330-flhE-K03516	MOTILITY CHEMOTAXIS
3674	PGPT0015335	PGPT0015335-fliH-K02411	MOTILITY CHEMOTAXIS
3675	PGPT0015340	PGPT0015340-fliI|lgiI-K02412	MOTILITY CHEMOTAXIS
3676	PGPT0015345	PGPT0015345-fliOZ-K02418	MOTILITY CHEMOTAXIS
3677	PGPT0015350	PGPT0015350-fliP|rhcR-K02419	MOTILITY CHEMOTAXIS
3678	PGPT0015355	PGPT0015355-fliQ|lfiQ-K02420	MOTILITY CHEMOTAXIS
3679	PGPT0015360	PGPT0015360-fliR|lfiR-K02421	MOTILITY CHEMOTAXIS
3680	PGPT0015365	PGPT0015365-fliR_flhB-K13820	MOTILITY CHEMOTAXIS
3681	PGPT0015370	PGPT0015370-motA-K02556	MOTILITY CHEMOTAXIS
3682	PGPT0015375	PGPT0015375-motB-K02557	MOTILITY CHEMOTAXIS
3683	PGPT0015380	PGPT0015380-motC-K10564	MOTILITY CHEMOTAXIS
3684	PGPT0015385	PGPT0015385-motD-K10565	MOTILITY CHEMOTAXIS
3685	PGPT0015390	PGPT0015390-motX-K21217	MOTILITY CHEMOTAXIS
3686	PGPT0015395	PGPT0015395-motY-K21218	MOTILITY CHEMOTAXIS
3687	PGPT0015400	PGPT0015400-fliG-K02410	MOTILITY CHEMOTAXIS
3688	PGPT0015405	PGPT0015405-fliM-K02416	MOTILITY CHEMOTAXIS
3689	PGPT0015410	PGPT0015410-fliN|lfiN|fliNY|cheC|cheD-K02417	MOTILITY CHEMOTAXIS
3690	PGPT0015415	PGPT0015415-flgA-K02386	MOTILITY CHEMOTAXIS
3691	PGPT0015420	PGPT0015420-flgH-K02393	MOTILITY CHEMOTAXIS
3692	PGPT0015425	PGPT0015425-flgI-K02394	MOTILITY CHEMOTAXIS
3693	PGPT0015430	PGPT0015430-fliF-K02409	MOTILITY CHEMOTAXIS
3694	PGPT0015435	PGPT0015435-flaF-K06602	MOTILITY CHEMOTAXIS
3695	PGPT0015440	PGPT0015440-flaG-K06603	MOTILITY CHEMOTAXIS
3696	PGPT0015445	PGPT0015445-flbA-K02382	MOTILITY CHEMOTAXIS
3697	PGPT0015450	PGPT0015450-flbB-K02383	MOTILITY CHEMOTAXIS
3698	PGPT0015455	PGPT0015455-flbC-K02384	MOTILITY CHEMOTAXIS
3699	PGPT0015460	PGPT0015460-flbD-K02385	MOTILITY CHEMOTAXIS
3700	PGPT0015465	PGPT0015465-flbT-K06601	MOTILITY CHEMOTAXIS
3701	PGPT0015470	PGPT0015470-flgB-K02387	MOTILITY CHEMOTAXIS
3702	PGPT0015475	PGPT0015475-flgC-K02388	MOTILITY CHEMOTAXIS
3703	PGPT0015480	PGPT0015480-flgD-K02389	MOTILITY CHEMOTAXIS
3704	PGPT0015485	PGPT0015485-flgE-K02390	MOTILITY CHEMOTAXIS
3705	PGPT0015490	PGPT0015490-flgF-K02391	MOTILITY CHEMOTAXIS
3706	PGPT0015495	PGPT0015495-flgG-K02392	MOTILITY CHEMOTAXIS
3707	PGPT0015500	PGPT0015500-flgJ-K02395	MOTILITY CHEMOTAXIS
3708	PGPT0015505	PGPT0015505-flgL-K02397	MOTILITY CHEMOTAXIS
3709	PGPT0015510	PGPT0015510-fliB-K18475	MOTILITY CHEMOTAXIS
3710	PGPT0015515	PGPT0015515-fliE|lfiE-K02408	MOTILITY CHEMOTAXIS
3711	PGPT0015520	PGPT0015520-fliK|motD-K02414	MOTILITY CHEMOTAXIS
3712	PGPT0015525	PGPT0015525-fliL-K02415	MOTILITY CHEMOTAXIS
3713	PGPT0015530	PGPT0015530-flgM-K02398	MOTILITY CHEMOTAXIS
3714	PGPT0015535	PGPT0015535-flgN-K02399	MOTILITY CHEMOTAXIS
3715	PGPT0015540	PGPT0015540-flhC-K02402	MOTILITY CHEMOTAXIS
3716	PGPT0015545	PGPT0015545-flhD-K02403	MOTILITY CHEMOTAXIS
3717	PGPT0015550	PGPT0015550-flhF-K02404	MOTILITY CHEMOTAXIS
3718	PGPT0015555	PGPT0015555-flhG-K04562	MOTILITY CHEMOTAXIS
3719	PGPT0015560	PGPT0015560-flrA|fleQ-K10941	MOTILITY CHEMOTAXIS
3720	PGPT0015565	PGPT0015565-flrB|fleS-K10942	MOTILITY CHEMOTAXIS
3721	PGPT0015570	PGPT0015570-flrC|fleR-K10943	MOTILITY CHEMOTAXIS
3722	PGPT0015575	PGPT0015575-qsmR-K20329	MOTILITY CHEMOTAXIS
3723	PGPT0015580	PGPT0015580-hdfR-K23773	MOTILITY CHEMOTAXIS
3724	PGPT0015585	PGPT0015585-tipF-K13593	MOTILITY CHEMOTAXIS
3725	PGPT0015590	PGPT0015590-fhrR-K20325	MOTILITY CHEMOTAXIS
3726	PGPT0015595	PGPT0015595-gcrA-K13583	MOTILITY CHEMOTAXIS
3727	PGPT0015600	PGPT0015600-ctrA-K13584	MOTILITY CHEMOTAXIS
3728	PGPT0015605	PGPT0015605-ftcR-K21603	MOTILITY CHEMOTAXIS
3729	PGPT0015610	PGPT0015610-fliA|sigD|whiG-K02405	MOTILITY CHEMOTAXIS
3730	PGPT0015615	PGPT0015615-fliJ-K02413	MOTILITY CHEMOTAXIS
3731	PGPT0015620	PGPT0015620-fliS-K02422	MOTILITY CHEMOTAXIS
3732	PGPT0015625	PGPT0015625-fliT-K02423	MOTILITY CHEMOTAXIS
3733	PGPT0015630	PGPT0015630-fliW-K13626	MOTILITY CHEMOTAXIS
3734	PGPT0015635	PGPT0015635-fliY|tcyA|yckK-K02424	MOTILITY CHEMOTAXIS
3735	PGPT0015640	PGPT0015640-fliZ-K02425	MOTILITY CHEMOTAXIS
3736	PGPT0015645	PGPT0015645-cheA|wspE-K03407	MOTILITY CHEMOTAXIS
3737	PGPT0015650	PGPT0015650-cheB|chpB|wspF-K03412	MOTILITY CHEMOTAXIS
3738	PGPT0015655	PGPT0015655-cheBR-K13924	MOTILITY CHEMOTAXIS
3739	PGPT0015660	PGPT0015660-cheC-K03410	MOTILITY CHEMOTAXIS
3740	PGPT0015665	PGPT0015665-cheD-K03411	MOTILITY CHEMOTAXIS
3741	PGPT0015670	PGPT0015670-cheR|pilK-K00575	MOTILITY CHEMOTAXIS
3742	PGPT0015675	PGPT0015675-cheV-K03415	MOTILITY CHEMOTAXIS
3743	PGPT0015680	PGPT0015680-cheW-K03408	MOTILITY CHEMOTAXIS
3744	PGPT0015685	PGPT0015685-cheX-K03409	MOTILITY CHEMOTAXIS
3745	PGPT0015690	PGPT0015690-cheY|yneI-K03413	MOTILITY CHEMOTAXIS
3746	PGPT0015695	PGPT0015695-cheZ-K03414	MOTILITY CHEMOTAXIS
3747	PGPT0015700	PGPT0015700-aer-K03776	MOTILITY CHEMOTAXIS
3748	PGPT0015705	PGPT0015705-hemAT-K06595	MOTILITY CHEMOTAXIS
3749	PGPT0015710	PGPT0015710-mcp|tlpC|tlpA|dcrA-K03406	MOTILITY CHEMOTAXIS
3750	PGPT0015715	PGPT0015715-tap-K05877	MOTILITY CHEMOTAXIS
3751	PGPT0015720	PGPT0015720-tar-K05875	MOTILITY CHEMOTAXIS
3752	PGPT0015725	PGPT0015725-trg-K05876	MOTILITY CHEMOTAXIS
3753	PGPT0015730	PGPT0015730-tsr-K05874	MOTILITY CHEMOTAXIS
3754	PGPT0015735	PGPT0015735-sbpA-K10546	MOTILITY CHEMOTAXIS
3755	PGPT0015740	PGPT0015740-rbsB-K10439	MOTILITY CHEMOTAXIS
3756	PGPT0015745	PGPT0015745-mglB-K10540	MOTILITY CHEMOTAXIS
3757	PGPT0015750	PGPT0015750-wspA-K13487	MOTILITY CHEMOTAXIS
3758	PGPT0015755	PGPT0015755-wspB-K13488	MOTILITY CHEMOTAXIS
3759	PGPT0015760	PGPT0015760-wspC-K13486	MOTILITY CHEMOTAXIS
3760	PGPT0015765	PGPT0015765-wspD-K13489	MOTILITY CHEMOTAXIS
3761	PGPT0015770	PGPT0015770-wspE-K13490	MOTILITY CHEMOTAXIS
3762	PGPT0015775	PGPT0015775-wspF-K13491	MOTILITY CHEMOTAXIS
3763	PGPT0015780	PGPT0015780-wspR-K11444	MOTILITY CHEMOTAXIS
3764	PGPT0015785	PGPT0015785-chpA-K06596	MOTILITY CHEMOTAXIS
3765	PGPT0015790	PGPT0015790-chpB-K06597	MOTILITY CHEMOTAXIS
3766	PGPT0015795	PGPT0015795-chpC-K06598	MOTILITY CHEMOTAXIS
3767	PGPT0015800	PGPT0015800-chpD-K06599	MOTILITY CHEMOTAXIS
3768	PGPT0015805	PGPT0015805-chpE-K06600	MOTILITY CHEMOTAXIS
3769	PGPT0015810	PGPT0015810-pixG-K11522	MOTILITY CHEMOTAXIS
3770	PGPT0015815	PGPT0015815-pixH-K11523	MOTILITY CHEMOTAXIS
3771	PGPT0015820	PGPT0015820-pixI-K11524	MOTILITY CHEMOTAXIS
3772	PGPT0015825	PGPT0015825-pixJ-K11525	MOTILITY CHEMOTAXIS
3773	PGPT0015830	PGPT0015830-pixL-K11526	MOTILITY CHEMOTAXIS
3774	PGPT0015835	PGPT0015835-pilG-K02657	MOTILITY CHEMOTAXIS
3775	PGPT0015840	PGPT0015840-pilH-K02658	MOTILITY CHEMOTAXIS
3776	PGPT0015845	PGPT0015845-pilI-K02659	MOTILITY CHEMOTAXIS
3777	PGPT0015850	PGPT0015850-pilJ-K02660	MOTILITY CHEMOTAXIS
3778	PGPT0015855	PGPT0015855-pilK-K02661	MOTILITY CHEMOTAXIS
3779	PGPT0015860	PGPT0015860-pilL-K02487	MOTILITY CHEMOTAXIS
3780	PGPT0015865	PGPT0015865-pilR|pehR-K02667	MOTILITY CHEMOTAXIS
3781	PGPT0015870	PGPT0015870-pilS|pehS-K02668	MOTILITY CHEMOTAXIS
3782	PGPT0015875	PGPT0015875-pilT-K02669	MOTILITY CHEMOTAXIS
3783	PGPT0015880	PGPT0015880-pilU-K02670	MOTILITY CHEMOTAXIS
3784	PGPT0015885	PGPT0015885-perP-K06985	MOTILITY CHEMOTAXIS
3785	PGPT0015890	PGPT0015890-podJ-K13582	MOTILITY CHEMOTAXIS
3786	PGPT0015895	PGPT0015895-pleC-K07716	MOTILITY CHEMOTAXIS
3787	PGPT0015900	PGPT0015900-pleD-K02488	MOTILITY CHEMOTAXIS
3788	PGPT0015905	PGPT0015905-pilA-K02650	MOTILITY CHEMOTAXIS
3789	PGPT0015910	PGPT0015910-flp|pilA-K02651	MOTILITY CHEMOTAXIS
3790	PGPT0015915	PGPT0015915-pilB-K02652	MOTILITY CHEMOTAXIS
3791	PGPT0015920	PGPT0015920-pilC-K02653	MOTILITY CHEMOTAXIS
3792	PGPT0015925	PGPT0015925-pilD-K02654	MOTILITY CHEMOTAXIS
3793	PGPT0015930	PGPT0015930-pilE-K02655	MOTILITY CHEMOTAXIS
3794	PGPT0015935	PGPT0015935-pilF-K02656	MOTILITY CHEMOTAXIS
3795	PGPT0015940	PGPT0015940-pilN-K02663	MOTILITY CHEMOTAXIS
3796	PGPT0015945	PGPT0015945-pilM-K02662	MOTILITY CHEMOTAXIS
3797	PGPT0015950	PGPT0015950-pilP-K02665	MOTILITY CHEMOTAXIS
3798	PGPT0015955	PGPT0015955-pilO-K02664	MOTILITY CHEMOTAXIS
3799	PGPT0015960	PGPT0015960-pilOP-K23985	MOTILITY CHEMOTAXIS
3800	PGPT0015965	PGPT0015965-pilQ-K02666	MOTILITY CHEMOTAXIS
3801	PGPT0015970	PGPT0015970-pilZ-K02676	MOTILITY CHEMOTAXIS
3802	PGPT0015975	PGPT0015975-pilV-K02671	MOTILITY CHEMOTAXIS
3803	PGPT0015980	PGPT0015980-pilW-K02672	MOTILITY CHEMOTAXIS
3804	PGPT0015985	PGPT0015985-pilX-K02673	MOTILITY CHEMOTAXIS
3805	PGPT0015990	PGPT0015990-pilY1-K02674	MOTILITY CHEMOTAXIS
3806	PGPT0015995	PGPT0015995-pilY2-K02675	MOTILITY CHEMOTAXIS
3807	PGPT0016000	PGPT0016000-cpaA-K02278	MOTILITY CHEMOTAXIS
3808	PGPT0016005	PGPT0016005-cpaB-K02279	MOTILITY CHEMOTAXIS
3809	PGPT0016010	PGPT0016010-cpaC-K02280	MOTILITY CHEMOTAXIS
3810	PGPT0016015	PGPT0016015-cpaD-K02281	MOTILITY CHEMOTAXIS
3811	PGPT0016020	PGPT0016020-cpaE-K02282	MOTILITY CHEMOTAXIS
3812	PGPT0016025	PGPT0016025-cpaF-K02283	MOTILITY CHEMOTAXIS
3813	PGPT0016030	PGPT0016030-fimA-K07345	MOTILITY CHEMOTAXIS
3814	PGPT0016035	PGPT0016035-fimC-K07346	MOTILITY CHEMOTAXIS
3815	PGPT0016040	PGPT0016040-fimD|fimC|mrkC|htrE|cssD-K07347	MOTILITY CHEMOTAXIS
3816	PGPT0016045	PGPT0016045-fimF-K07348	MOTILITY CHEMOTAXIS
3817	PGPT0016050	PGPT0016050-fimG-K07349	MOTILITY CHEMOTAXIS
3818	PGPT0016055	PGPT0016055-fimH-K07350	MOTILITY CHEMOTAXIS
3819	PGPT0016060	PGPT0016060-fimI-K07351	MOTILITY CHEMOTAXIS
3820	PGPT0016065	PGPT0016065-fimT-K08084	MOTILITY CHEMOTAXIS
3821	PGPT0016070	PGPT0016070-fimU-K08085	MOTILITY CHEMOTAXIS
3822	PGPT0016075	PGPT0016075-fimV-K08086	MOTILITY CHEMOTAXIS
3823	PGPT0016080	PGPT0016080-fimW-K23127	MOTILITY CHEMOTAXIS
3824	PGPT0016085	PGPT0016085-fimX-K21025	MOTILITY CHEMOTAXIS
3825	PGPT0016090	PGPT0016090-fimZ-K07688	MOTILITY CHEMOTAXIS
3826	PGPT0016095	PGPT0016095-sfmA-K07352	MOTILITY CHEMOTAXIS
3827	PGPT0016100	PGPT0016100-sfmC-K07353	MOTILITY CHEMOTAXIS
3828	PGPT0016105	PGPT0016105-sfmD-K07354	MOTILITY CHEMOTAXIS
3829	PGPT0016110	PGPT0016110-sfmF-K07355	MOTILITY CHEMOTAXIS
3830	PGPT0016115	PGPT0016115-sfmH-K07356	MOTILITY CHEMOTAXIS
3831	PGPT0016125	PGPT0016125-ymgA-K21975	MOTILITY CHEMOTAXIS
3832	PGPT0016130	PGPT0016130-ppdA-K02679	MOTILITY CHEMOTAXIS
3833	PGPT0016135	PGPT0016135-ppdB-K02680	MOTILITY CHEMOTAXIS
3834	PGPT0016140	PGPT0016140-ppdC-K02681	MOTILITY CHEMOTAXIS
3835	PGPT0016145	PGPT0016145-ppdD-K02682	MOTILITY CHEMOTAXIS
3836	PGPT0016150	PGPT0016150-hofB-K02504	MOTILITY CHEMOTAXIS
3837	PGPT0016155	PGPT0016155-hofC-K02505	MOTILITY CHEMOTAXIS
3838	PGPT0016160	PGPT0016160-hofM-K12288	MOTILITY CHEMOTAXIS
3839	PGPT0016165	PGPT0016165-hofN-K12289	MOTILITY CHEMOTAXIS
3840	PGPT0016170	PGPT0016170-hofO-K12290	MOTILITY CHEMOTAXIS
3841	PGPT0016175	PGPT0016175-hofP-K12291	MOTILITY CHEMOTAXIS
3842	PGPT0016180	PGPT0016180-hofQ-K02507	MOTILITY CHEMOTAXIS
3843	PGPT0016185	PGPT0016185-hosA-K22489	MOTILITY CHEMOTAXIS
3844	PGPT0016190	PGPT0016190-swrA-NA	MOTILITY CHEMOTAXIS
3845	PGPT0016195	PGPT0016195-swrC|yerP-K03296	MOTILITY CHEMOTAXIS
3846	PGPT0016196	PGPT0016196-swrB|ylxL-NA	MOTILITY CHEMOTAXIS
3847	PGPT0016200	PGPT0016200-ycdX-K04477	MOTILITY CHEMOTAXIS
3848	PGPT0016205	PGPT0016205-efp-K02356	MOTILITY CHEMOTAXIS
3849	PGPT0016210	PGPT0016210-ycgR-K21087	MOTILITY CHEMOTAXIS
3850	PGPT0018546	PGPT0018546-glgS-K22720	MOTILITY CHEMOTAXIS
3851	PGPT0016215	PGPT0016215-yhjH-K21086	MOTILITY CHEMOTAXIS
3852	PGPT0016220	PGPT0016220-cdgJ-K07181	MOTILITY CHEMOTAXIS
3853	PGPT0016225	PGPT0016225-cdgL-K20958	MOTILITY CHEMOTAXIS
3854	PGPT0016230	PGPT0016230-cdgK-K20955	MOTILITY CHEMOTAXIS
3855	PGPT0016235	PGPT0016235-cdgH-K20957	MOTILITY CHEMOTAXIS
3856	PGPT0016240	PGPT0016240-cdgM-K20959	MOTILITY CHEMOTAXIS
3857	PGPT0016245	PGPT0016245-acgB-K20954	MOTILITY CHEMOTAXIS
3858	PGPT0016250	PGPT0016250-acgA-K20963	MOTILITY CHEMOTAXIS
3859	PGPT0016255	PGPT0016255-sylA-K06075	MOTILITY CHEMOTAXIS
3860	PGPT0016260	PGPT0016260-dos-K13243	MOTILITY CHEMOTAXIS
3861	PGPT0022136	PGPT0022136-srfA-NA	MOTILITY CHEMOTAXIS
3862	PGPT0022137	PGPT0022137-srfB-NA	MOTILITY CHEMOTAXIS
3863	PGPT0022138	PGPT0022138-srfC-NA	MOTILITY CHEMOTAXIS
3864	PGPT0022139	PGPT0022139-srfD-NA	MOTILITY CHEMOTAXIS
3865	PGPT0016265	PGPT0016265-luxS-K07173	MOTILITY CHEMOTAXIS
3866	PGPT0016270	PGPT0016270-codY-K03706	MOTILITY CHEMOTAXIS
3867	PGPT0016275	PGPT0016275-gvpA-K23262	MOTILITY CHEMOTAXIS
3868	PGPT0016280	PGPT0016280-gvpC-K23263	MOTILITY CHEMOTAXIS
3869	PGPT0016285	PGPT0016285-gvpE-K23307	MOTILITY CHEMOTAXIS
3870	PGPT0016290	PGPT0016290-gvpF-K23305	MOTILITY CHEMOTAXIS
5065	PGPT0021995	PGPT0021995-xerC-K03733	ROOT  COLONIZATION
5066	PGPT0022000	PGPT0022000-xerD-K04763	ROOT  COLONIZATION
5067	PGPT0014791	PGPT0014791-ccpA-NA	ROOT  COLONIZATION
5068	PGPT0022005	PGPT0022005-rhiA-K20268	ROOT  COLONIZATION
5069	PGPT0022010	PGPT0022010-rhiB-K20269	ROOT  COLONIZATION
5070	PGPT0022015	PGPT0022015-rhiC-K20270	ROOT  COLONIZATION
5071	PGPT0022020	PGPT0022020-bjaR1|rpaR|rhiR-K18098	ROOT  COLONIZATION
5072	PGPT0022025	PGPT0022025-noeI-K21402	ROOT  COLONIZATION
5073	PGPT0015243	PGPT0015243-nolM-NA	ROOT  COLONIZATION
5074	PGPT0015244	PGPT0015244-noeA-NA	ROOT  COLONIZATION
5075	PGPT0015246	PGPT0015246-noeB-NA	ROOT  COLONIZATION
5076	PGPT0015247	PGPT0015247-noeC-NA	ROOT  COLONIZATION
5077	PGPT0015248	PGPT0015248-noeD-NA	ROOT  COLONIZATION
5078	PGPT0015249	PGPT0015249-noeE-NA	ROOT  COLONIZATION
5079	PGPT0015281	PGPT0015281-nodN-NA	ROOT  COLONIZATION
5080	PGPT0015282	PGPT0015282-nodN_like-NA	ROOT  COLONIZATION
5081	PGPT0015283	PGPT0015283-nodO-NA	ROOT  COLONIZATION
5082	PGPT0015284	PGPT0015284-nodP-NA	ROOT  COLONIZATION
5083	PGPT0015276	PGPT0015276-nodS-NA	ROOT  COLONIZATION
5084	PGPT0015277	PGPT0015277-nodS_like-NA	ROOT  COLONIZATION
5085	PGPT0015278	PGPT0015278-nodY-NA	ROOT  COLONIZATION
5086	PGPT0015279	PGPT0015279-nodZ-NA	ROOT  COLONIZATION
5087	PGPT0015286	PGPT0015286-nodV-NA	ROOT  COLONIZATION
5088	PGPT0015287	PGPT0015287-nodV_like-NA	ROOT  COLONIZATION
5089	PGPT0015288	PGPT0015288-nodW-NA	ROOT  COLONIZATION
5090	PGPT0015289	PGPT0015289-nodX-NA	ROOT  COLONIZATION
5091	PGPT0022030	PGPT0022030-nodX-K02443	ROOT  COLONIZATION
5092	PGPT0000131	PGPT0000131-nodO-K12546	ROOT  COLONIZATION
5093	PGPT0022035	PGPT0022035-prsD-K12539	ROOT  COLONIZATION
5094	PGPT0022040	PGPT0022040-prsE-K12540	ROOT  COLONIZATION
5095	PGPT0022045	PGPT0022045-bioM-K16784	ROOT  COLONIZATION
5096	PGPT0022050	PGPT0022050-bioY-K03523	ROOT  COLONIZATION
5097	PGPT0022055	PGPT0022055-birA|bpr-K03524	ROOT  COLONIZATION
5098	PGPT0022057	PGPT0022057-madC-K20510	ROOT  COLONIZATION
5099	PGPT0022058	PGPT0022058-madD-K20511	ROOT  COLONIZATION
5100	PGPT0022060	PGPT0022060-bioC-K02169	ROOT  COLONIZATION
5101	PGPT0022065	PGPT0022065-bioH-K02170	ROOT  COLONIZATION
5102	PGPT0022070	PGPT0022070-bioG-K09789	ROOT  COLONIZATION
5103	PGPT0022075	PGPT0022075-bioK-K19560	ROOT  COLONIZATION
5104	PGPT0022080	PGPT0022080-bioJ-K19561	ROOT  COLONIZATION
5105	PGPT0022085	PGPT0022085-bioI|CYP107H-K16593	ROOT  COLONIZATION
5106	PGPT0022090	PGPT0022090-bioW-K01906	ROOT  COLONIZATION
5107	PGPT0022095	PGPT0022095-bioF-K00652	ROOT  COLONIZATION
5108	PGPT0022100	PGPT0022100-bioA-K00833	ROOT  COLONIZATION
5109	PGPT0022105	PGPT0022105-BIO3_BIO1-K19562	ROOT  COLONIZATION
5110	PGPT0022110	PGPT0022110-bioA|bioK-K19563	ROOT  COLONIZATION
5111	PGPT0022115	PGPT0022115-bioD-K01935	ROOT  COLONIZATION
5112	PGPT0022120	PGPT0022120-bioB-K01012	ROOT  COLONIZATION
5113	PGPT0022125	PGPT0022125-HLCS-K01942	ROOT  COLONIZATION
5114	PGPT0022130	PGPT0022130-BTD-K01435	ROOT  COLONIZATION
5115	PGPT0022135	PGPT0022135-bisC-K08351	ROOT  COLONIZATION
5116	PGPT0022140	PGPT0022140-fhaB|cdiA|hecA-K15125	SURFACE ATTACHMENT
5117	PGPT0022145	PGPT0022145-rap|rapA1|rapA2|rapB|rapC-K12548	SURFACE ATTACHMENT
