S.NO	ID	PGPT_ID	LV_SUM
6720	PGPT0029590	PGPT0029590-tcpF-K10935	SECRETION SYSTEMS
6721	PGPT0029595	PGPT0029595-tcpH-K10919	SECRETION SYSTEMS
6722	PGPT0029600	PGPT0029600-tcpI-K10961	SECRETION SYSTEMS
6723	PGPT0029605	PGPT0029605-tcpJ-K10966	SECRETION SYSTEMS
6724	PGPT0029610	PGPT0029610-tcpP-K10920	SECRETION SYSTEMS
6725	PGPT0029615	PGPT0029615-tcpQ-K10962	SECRETION SYSTEMS
6726	PGPT0029620	PGPT0029620-tcpR-K10963	SECRETION SYSTEMS
6727	PGPT0029625	PGPT0029625-tcpS-K10964	SECRETION SYSTEMS
6728	PGPT0029630	PGPT0029630-tcpT-K10965	SECRETION SYSTEMS
6729	PGPT0029635	PGPT0029635-yscC|sctC|ssaC-K03219	SECRETION SYSTEMS
6730	PGPT0029640	PGPT0029640-yscD|sctD|ssaD-K03220	SECRETION SYSTEMS
6731	PGPT0029645	PGPT0029645-yscF|sctF|ssaG|prgI-K03221	SECRETION SYSTEMS
6732	PGPT0029650	PGPT0029650-yscJ|sctJ|hrcJ|ssaJ-K03222	SECRETION SYSTEMS
6733	PGPT0029655	PGPT0029655-yscL|sctL-K03223	SECRETION SYSTEMS
6734	PGPT0029660	PGPT0029660-yscN|sctN|hrcN|ssaN-K03224	SECRETION SYSTEMS
6735	PGPT0029665	PGPT0029665-yscQ|sctQ|hrcQ|ssaQ|spaO-K03225	SECRETION SYSTEMS
6736	PGPT0029670	PGPT0029670-yscR|sctR|hrcR|ssaR-K03226	SECRETION SYSTEMS
6737	PGPT0029675	PGPT0029675-yscS|sctS|hrcS|ssaS-K03227	SECRETION SYSTEMS
6738	PGPT0029680	PGPT0029680-yscT|sctT|hrcT|ssaT-K03228	SECRETION SYSTEMS
6739	PGPT0029685	PGPT0029685-yscU|sctU|hrcU|ssaU-K03229	SECRETION SYSTEMS
6740	PGPT0029690	PGPT0029690-yscV|sctV|hrcV|ssaV|invA|rhcV-K03230	SECRETION SYSTEMS
6741	PGPT0029695	PGPT0029695-yscI|sctI-K04053	SECRETION SYSTEMS
6742	PGPT0029700	PGPT0029700-yscK|sctK-K04054	SECRETION SYSTEMS
6743	PGPT0029705	PGPT0029705-yscO|sctO-K04056	SECRETION SYSTEMS
6744	PGPT0029710	PGPT0029710-yscP|sctP-K04057	SECRETION SYSTEMS
6745	PGPT0029715	PGPT0029715-yscW|sctW-K04058	SECRETION SYSTEMS
6746	PGPT0029720	PGPT0029720-yscX|sctX-K04059	SECRETION SYSTEMS
6747	PGPT0029725	PGPT0029725-invG-K22504	SECRETION SYSTEMS
6748	PGPT0029730	PGPT0029730-prgK-K22505	SECRETION SYSTEMS
6749	PGPT0029735	PGPT0029735-spaL-K22506	SECRETION SYSTEMS
6750	PGPT0029740	PGPT0029740-spaP-K22507	SECRETION SYSTEMS
6751	PGPT0029745	PGPT0029745-spaQ-K22508	SECRETION SYSTEMS
6752	PGPT0029750	PGPT0029750-spaR-K22509	SECRETION SYSTEMS
6753	PGPT0029755	PGPT0029755-spaS-K22510	SECRETION SYSTEMS
6754	PGPT0029760	PGPT0029760-ypkA|yopO-K23472	SECRETION SYSTEMS
6755	PGPT0029765	PGPT0029765-invE-K22511	SECRETION SYSTEMS
6756	PGPT0029770	PGPT0029770-yscE|sctE-K04050	SECRETION SYSTEMS
6757	PGPT0029775	PGPT0029775-yscG|sctG-K04051	SECRETION SYSTEMS
6758	PGPT0029780	PGPT0029780-yscH|sctH-K04052	SECRETION SYSTEMS
6759	PGPT0029785	PGPT0029785-yscM|sctM-K04055	SECRETION SYSTEMS
6760	PGPT0029790	PGPT0029790-yscY|sctY-K04060	SECRETION SYSTEMS
6761	PGPT0029795	PGPT0029795-hrpB1-K18373	SECRETION SYSTEMS
6762	PGPT0029800	PGPT0029800-hrpB2-K18374	SECRETION SYSTEMS
6763	PGPT0029805	PGPT0029805-hrpE-K18375	SECRETION SYSTEMS
6764	PGPT0029810	PGPT0029810-hrpF-K18376	SECRETION SYSTEMS
6765	PGPT0029815	PGPT0029815-hpa2-K18377	SECRETION SYSTEMS
6766	PGPT0029820	PGPT0029820-hpa1-K18378	SECRETION SYSTEMS
6767	PGPT0029825	PGPT0029825-hpaA-K18379	SECRETION SYSTEMS
6768	PGPT0029830	PGPT0029830-hpaB|cesT-K18380	SECRETION SYSTEMS
6769	PGPT0029835	PGPT0029835-hpaC-K18381	SECRETION SYSTEMS
6770	PGPT0029840	PGPT0029840-spaK|invB-K22512	SECRETION SYSTEMS
6771	PGPT0029845	PGPT0029845-spaM|invI-K22513	SECRETION SYSTEMS
6772	PGPT0029850	PGPT0029850-spaN|invJ-K22514	SECRETION SYSTEMS
6773	PGPT0029855	PGPT0029855-prgH-K22488	SECRETION SYSTEMS
6774	PGPT0029860	PGPT0029860-prgJ-K22487	SECRETION SYSTEMS
6775	PGPT0029861	PGPT0029861-sseD-K15346	SECRETION SYSTEMS
6776	PGPT0029865	PGPT0029865-flhB2-K04061	SECRETION SYSTEMS
6777	PGPT0029870	PGPT0029870-virB1-K03194	SECRETION SYSTEMS
6778	PGPT0029875	PGPT0029875-virB2|lvhB2-K03197	SECRETION SYSTEMS
6779	PGPT0029880	PGPT0029880-virB3|lvhB3-K03198	SECRETION SYSTEMS
6780	PGPT0029885	PGPT0029885-virB4|lvhB4-K03199	SECRETION SYSTEMS
6781	PGPT0029890	PGPT0029890-virB5|lvhB5-K03200	SECRETION SYSTEMS
6782	PGPT0029895	PGPT0029895-virB6|lvhB6-K03201	SECRETION SYSTEMS
6783	PGPT0029900	PGPT0029900-virB8|lvhB8-K03203	SECRETION SYSTEMS
6784	PGPT0029905	PGPT0029905-virB10|lvhB10-K03195	SECRETION SYSTEMS
6785	PGPT0029910	PGPT0029910-virB11|lvhB11-K03196	SECRETION SYSTEMS
6786	PGPT0029915	PGPT0029915-virD1-K18433	SECRETION SYSTEMS
6787	PGPT0029920	PGPT0029920-virD2-K18434	SECRETION SYSTEMS
6788	PGPT0029925	PGPT0029925-virD4|lvhD4-K03205	SECRETION SYSTEMS
6789	PGPT0029930	PGPT0029930-comB10-K12048	SECRETION SYSTEMS
6790	PGPT0029935	PGPT0029935-comB9-K12049	SECRETION SYSTEMS
6791	PGPT0029940	PGPT0029940-comB8-K12050	SECRETION SYSTEMS
6792	PGPT0029945	PGPT0029945-comB7-K12051	SECRETION SYSTEMS
6793	PGPT0029950	PGPT0029950-comB6-K12052	SECRETION SYSTEMS
6794	PGPT0029955	PGPT0029955-comB4-K12053	SECRETION SYSTEMS
6795	PGPT0029960	PGPT0029960-atlA-K12054	SECRETION SYSTEMS
6796	PGPT0029965	PGPT0029965-parA-K12055	SECRETION SYSTEMS
6797	PGPT0029970	PGPT0029970-traG-K12056	SECRETION SYSTEMS
6798	PGPT0029975	PGPT0029975-traF-K12057	SECRETION SYSTEMS
6799	PGPT0029980	PGPT0029980-traN-K12058	SECRETION SYSTEMS
6800	PGPT0029985	PGPT0029985-trbC-K12059	SECRETION SYSTEMS
6801	PGPT0029990	PGPT0029990-traU-K12060	SECRETION SYSTEMS
6802	PGPT0029995	PGPT0029995-traW-K12061	SECRETION SYSTEMS
6803	PGPT0030000	PGPT0030000-trbI-K12062	SECRETION SYSTEMS
6804	PGPT0030005	PGPT0030005-traC-K12063	SECRETION SYSTEMS
6805	PGPT0030010	PGPT0030010-traV-K12064	SECRETION SYSTEMS
6806	PGPT0030015	PGPT0030015-traB-K12065	SECRETION SYSTEMS
6807	PGPT0030020	PGPT0030020-traK-K12066	SECRETION SYSTEMS
6808	PGPT0030025	PGPT0030025-traE-K12067	SECRETION SYSTEMS
6809	PGPT0030030	PGPT0030030-traL-K12068	SECRETION SYSTEMS
6810	PGPT0030035	PGPT0030035-traA-K12069	SECRETION SYSTEMS
6811	PGPT0030040	PGPT0030040-traI-K12070	SECRETION SYSTEMS
6812	PGPT0030045	PGPT0030045-traD-K12071	SECRETION SYSTEMS
6813	PGPT0030050	PGPT0030050-dsbC-K03981	SECRETION SYSTEMS
6814	PGPT0030055	PGPT0030055-traH-K12072	SECRETION SYSTEMS
6815	PGPT0030185	PGPT0030185-dotA-K12202	SECRETION SYSTEMS
6816	PGPT0030190	PGPT0030190-dotB|traJ-K12203	SECRETION SYSTEMS
6817	PGPT0030195	PGPT0030195-dotC|traI-K12204	SECRETION SYSTEMS
6818	PGPT0030200	PGPT0030200-dotD|traH-K12205	SECRETION SYSTEMS
6819	PGPT0030205	PGPT0030205-icmB|dotO-K12206	SECRETION SYSTEMS
6820	PGPT0030210	PGPT0030210-icmC|dotE-K12207	SECRETION SYSTEMS
6821	PGPT0030215	PGPT0030215-icmD|dotP-K12208	SECRETION SYSTEMS
6822	PGPT0030220	PGPT0030220-icmE|dotG-K12209	SECRETION SYSTEMS
6823	PGPT0030225	PGPT0030225-icmF-K12210	SECRETION SYSTEMS
6824	PGPT0030230	PGPT0030230-icmG|dotF-K12211	SECRETION SYSTEMS
6825	PGPT0030235	PGPT0030235-icmJ|dotN-K12212	SECRETION SYSTEMS
6826	PGPT0030240	PGPT0030240-icmK|traN|-K12213	SECRETION SYSTEMS
6827	PGPT0030245	PGPT0030245-icmL|traM|-K12214	SECRETION SYSTEMS
6828	PGPT0030250	PGPT0030250-icmM|dotJ-K12215	SECRETION SYSTEMS
6829	PGPT0030255	PGPT0030255-icmN|lphA|-K12216	SECRETION SYSTEMS
6830	PGPT0030260	PGPT0030260-icmO|trbC|-K12217	SECRETION SYSTEMS
6831	PGPT0030265	PGPT0030265-icmQ-K12219	SECRETION SYSTEMS
6832	PGPT0030270	PGPT0030270-icmR-K12220	SECRETION SYSTEMS
6833	PGPT0030275	PGPT0030275-icmS-K12221	SECRETION SYSTEMS
6834	PGPT0030280	PGPT0030280-icmT|traK-K12222	SECRETION SYSTEMS
6835	PGPT0030285	PGPT0030285-icmV-K12223	SECRETION SYSTEMS
6836	PGPT0030290	PGPT0030290-icmW-K12224	SECRETION SYSTEMS
6837	PGPT0030295	PGPT0030295-icmX-K12225	SECRETION SYSTEMS
6838	PGPT0030300	PGPT0030300-tphA-K12226	SECRETION SYSTEMS
6839	PGPT0030305	PGPT0030305-traL-K12227	SECRETION SYSTEMS
6840	PGPT0030310	PGPT0030310-trbB-K12228	SECRETION SYSTEMS
6841	PGPT0030315	PGPT0030315-ssp|pspB|pspA|ssph1|ssph2-K12685	SECRETION SYSTEMS
6842	PGPT0030320	PGPT0030320-pspA-K04773	SECRETION SYSTEMS
6843	PGPT0030325	PGPT0030325-sphB1|nalP|ausP-K12688	SECRETION SYSTEMS
6844	PGPT0030330	PGPT0030330-yfaL-K07279	SECRETION SYSTEMS
6845	PGPT0030335	PGPT0030335-aidA_I|misL-K12678	SECRETION SYSTEMS
6846	PGPT0030340	PGPT0030340-esp|sigA|sepA-K12684	SECRETION SYSTEMS
6847	PGPT0030345	PGPT0030345-vacA-K11028	SECRETION SYSTEMS
6848	PGPT0030350	PGPT0030350-icsA|virG-K12679	SECRETION SYSTEMS
6849	PGPT0030355	PGPT0030355-prn-K12681	SECRETION SYSTEMS
6850	PGPT0030360	PGPT0030360-tcfA-K12682	SECRETION SYSTEMS
6851	PGPT0030365	PGPT0030365-brkA-K12683	SECRETION SYSTEMS
6852	PGPT0030370	PGPT0030370-iga-K01347	SECRETION SYSTEMS
6853	PGPT0030375	PGPT0030375-bigA-K12516	SECRETION SYSTEMS
6854	PGPT0030380	PGPT0030380-capA-K12689	SECRETION SYSTEMS
6855	PGPT0030385	PGPT0030385-fhaC|tpsB-K07326	SECRETION SYSTEMS
6856	PGPT0030390	PGPT0030390-shlA|hhdA|hpmA-K11016	SECRETION SYSTEMS
6857	PGPT0030395	PGPT0030395-shlB|hhdB|hpmB|tpsB-K11017	SECRETION SYSTEMS
6858	PGPT0030400	PGPT0030400-vasI-K11909	SECRETION SYSTEMS
6859	PGPT0030405	PGPT0030405-tssE-K11905	SECRETION SYSTEMS
6860	PGPT0030410	PGPT0030410-vgrG-K11904	SECRETION SYSTEMS
6861	PGPT0030415	PGPT0030415-hsiF3-K11919	SECRETION SYSTEMS
6862	PGPT0030420	PGPT0030420-ppa|prpA-K01090	SECRETION SYSTEMS
6863	PGPT0030425	PGPT0030425-vasD|lip-K11906	SECRETION SYSTEMS
6864	PGPT0030430	PGPT0030430-vasJ-K11910	SECRETION SYSTEMS
6865	PGPT0030435	PGPT0030435-vasL-K11911	SECRETION SYSTEMS
6866	PGPT0030440	PGPT0030440-fha1-K11913	SECRETION SYSTEMS
6867	PGPT0030445	PGPT0030445-lip3-K11918	SECRETION SYSTEMS
6868	PGPT0030450	PGPT0030450-stk1-K11916	SECRETION SYSTEMS
6869	PGPT0030455	PGPT0030455-sfa3-K11917	SECRETION SYSTEMS
6870	PGPT0030460	PGPT0030460-sfa2-K11914	SECRETION SYSTEMS
6871	PGPT0030465	PGPT0030465-vasH-K11908	SECRETION SYSTEMS
6872	PGPT0030466	PGPT0030466-essA-NA	SECRETION SYSTEMS
6873	PGPT0030467	PGPT0030467-essB-NA	SECRETION SYSTEMS
6874	PGPT0030468	PGPT0030468-essC|eccC|ftsK|spoIIIE-K03466	SECRETION SYSTEMS
6875	PGPT0030476	PGPT0030476-esxA-NA	SECRETION SYSTEMS
6876	PGPT0030477	PGPT0030477-esxB-NA	SECRETION SYSTEMS
6877	PGPT0030478	PGPT0030478-esxC|easD-NA	SECRETION SYSTEMS
6878	PGPT0030479	PGPT0030479-esxD-NA	SECRETION SYSTEMS
6879	PGPT0030471	PGPT0030471-esaA-NA	SECRETION SYSTEMS
6880	PGPT0030472	PGPT0030472-esaB-NA	SECRETION SYSTEMS
